avgCushion,avgExpectedYAC,avgIntendedAirYards,avgSeparation,avgYAC,avgYACAboveExpectation,catchPercentage,percentShareOfIntendedAirYards,recTouchdowns,receptions,targets,yards,player_x,playerName,position,teamId,season,player_clean,team_abbr,total_round_trip_miles,birth_date,turf_percentage,player_y,total_snaps,avg_opponent_pass_epa,sos_win_pct,age_season_start,height,weight,forty
6.169230769,3.547011426,15.596375,2.532039496,4.838863636,1.291852211,55.0,33.03240735,3,44,80,735,"{'season': 2019, 'currentTeamId': '3900', 'displayName': 'James Washington', 'esbId': 'WAS398381', 'firstName': 'James', 'footballName': 'James', 'gsisId': '00-0034676', 'gsisItId': 46129, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/yptzwstif3onpqoobsau', 'jerseyNumber': 13, 'lastName': 'Washington', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Washington', 'smartId': '32005741-5339-8381-df30-c40eef116ddf', 'status': 'ACT', 'uniformNumber': '13'}",james washington,WR,3900,2019,james washington,PIT,15126.08471,1996-04-02,0.0625,James Washington,634,0.011821044,0.4857698013415892,23,71.0,213.0,4.54
6.161666667,3.639951711,13.83958333,3.111044564,4.089285714,0.449334004,58.33333333,20.96928629,2,42,72,583,"{'season': 2019, 'currentTeamId': '2510', 'displayName': 'Brandin Cooks', 'esbId': 'COO299382', 'firstName': 'Brandin', 'footballName': 'Brandin', 'gsisId': '00-0031236', 'gsisItId': 41246, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/eds7l8wtfctqodval2jl', 'jerseyNumber': 12, 'lastName': 'Cooks', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'B.Cooks', 'smartId': '3200434f-4f29-9382-29e1-70020b0a09be', 'status': 'ACT', 'uniformNumber': '12'}",brandin cooks,WR,2510,2019,brandin cooks,LA,22213.65715,1993-09-25,0.1875,Brandin Cooks,701,0.010838929,0.519563499742002,25,70.0,183.0,4.33
6.151442308,4.468533393,7.485412844,2.975833333,5.050933333,0.58239994,68.80733945,21.61511317,4,75,109,804,"{'season': 2019, 'currentTeamId': '3800', 'displayName': 'Larry Fitzgerald', 'esbId': 'FIT437493', 'firstName': 'Larry', 'footballName': 'Larry', 'gsisId': '00-0022921', 'gsisItId': 28955, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/qljpf6rufzvn9zplcrgb', 'jerseyNumber': 11, 'lastName': 'Fitzgerald', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'L.Fitzgerald', 'smartId': '32004649-5443-7493-c0df-1747b7d5c143', 'status': 'ACT', 'suffix': 'Jr.', 'uniformNumber': '11'}",larry fitzgerald,WR,3800,2019,larry fitzgerald,ARI,21850.53193,1983-08-31,0.1875,Larry Fitzgerald,887,0.004881634,0.515657249742002,36,75.0,218.0,4.48
6.104086022,4.786824609,7.620283019,3.174772846,5.320746269,0.53392166,63.20754717,17.92387098,6,67,106,778,"{'season': 2019, 'currentTeamId': '0610', 'displayName': 'Cole Beasley', 'esbId': 'BEA434808', 'firstName': 'Cole', 'footballName': 'Cole', 'gsisId': '00-0029000', 'gsisItId': 38947, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/f8ps0df05hmcu1tzrbub', 'jerseyNumber': 10, 'lastName': 'Beasley', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Beasley', 'smartId': '32004245-4143-4808-b9d8-45a5d1a5ad73', 'status': 'ACT', 'uniformNumber': '10'}",cole beasley,WR,610,2019,cole beasley,BUF,11158.06649,1989-04-26,0.6875,Cole Beasley,783,0.019048922,0.4605743742285356,30,68.0,174.0,4.49
6.091304348,4.637080291,8.977282609,3.621548229,5.062881356,0.425801065,64.13043478,21.86549403,5,59,92,680,"{'season': 2019, 'currentTeamId': '3900', 'displayName': 'Diontae Johnson', 'esbId': 'JOH000017', 'firstName': 'Diontae', 'footballName': 'Diontae', 'gsisId': '00-0035216', 'gsisItId': 47849, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/sfjwmwa8p8hcnll6zy8p', 'jerseyNumber': 18, 'lastName': 'Johnson', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Johnson', 'smartId': '32004a4f-4800-0017-a19a-a554dee114ed', 'status': 'ACT', 'uniformNumber': '18'}",diontae johnson,WR,3900,2019,diontae johnson,PIT,15126.08471,1996-07-05,0.0625,Diontae Johnson,652,0.011821044,0.4857698013415892,23,70.0,181.0,4.53
6.085373134,3.940120009,10.19705882,3.009626716,4.802,0.861879991,66.17647059,17.61293207,5,45,68,501,"{'season': 2019, 'currentTeamId': '2200', 'displayName': 'T.Y. Hilton', 'esbId': 'HIL775449', 'firstName': 'Eugene', 'footballName': 'T.Y.', 'gsisId': '00-0029608', 'gsisItId': 38622, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/kbickbqrcbj2gos5ourc', 'jerseyNumber': 13, 'lastName': 'Hilton', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Hilton', 'smartId': '32004849-4c77-5449-32f3-1710cf2948b2', 'status': 'ACT', 'uniformNumber': '13'}",t.y. hilton,WR,2200,2019,ty hilton,IND,11926.73936,1989-11-14,0.625,T.Y. Hilton,478,0.052795835,0.4919872828517372,29,70.0,183.0,4.34
6.062615385,4.289393485,10.83969072,2.982031155,4.895396825,0.606003341,64.94845361,28.68761886,10,63,97,854,"{'season': 2019, 'currentTeamId': '0325', 'displayName': 'Mark Andrews', 'esbId': 'AND701433', 'firstName': 'Mark', 'footballName': 'Mark', 'gsisId': '00-0034753', 'gsisItId': 46155, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/rx3nyhawhvj9lddniknj', 'jerseyNumber': 89, 'lastName': 'Andrews', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'M.Andrews', 'smartId': '3200414e-4470-1433-75dd-307507e53173', 'status': 'ACT', 'uniformNumber': '89'}",mark andrews,TE,325,2019,mark andrews,BAL,15488.31238,1995-09-06,0.1875,Mark Andrews,503,0.013195359,0.4914582448046298,23,76.0,255.0,4.67
6.047029703,3.886787996,7.933852459,3.028693984,4.718076923,0.831288927,63.93442623,24.1320678,6,78,122,833,"{'season': 2019, 'currentTeamId': '3430', 'displayName': 'Jamison Crowder', 'esbId': 'CRO697273', 'firstName': 'Jamison', 'footballName': 'Jamison', 'gsisId': '00-0031941', 'gsisItId': 42448, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/vvkr9dehtvp58emtgn4y', 'jerseyNumber': 82, 'lastName': 'Crowder', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Crowder', 'smartId': '32004352-4f69-7273-6662-7a928881f033', 'status': 'ACT', 'uniformNumber': '82'}",jamison crowder,WR,3430,2019,jamison crowder,NYJ,6786.4375,1993-06-17,0.5625,Jamison Crowder,802,0.005515216,0.4572610294117647,26,69.0,177.0,4.56
6.046354167,4.522327243,9.481018519,3.455413137,4.406029412,-0.116297832,62.96296296,27.12651534,3,68,108,709,"{'season': 2019, 'currentTeamId': '3800', 'displayName': 'Christian Kirk', 'esbId': 'KIR257918', 'firstName': 'Christian', 'footballName': 'Christian', 'gsisId': '00-0034775', 'gsisItId': 46116, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/xhicurlusjfytzmkrfo9', 'jerseyNumber': 13, 'lastName': 'Kirk', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Kirk', 'smartId': '32004b49-5225-7918-e402-81feed3bdafb', 'status': 'ACT', 'uniformNumber': '13'}",christian kirk,WR,3800,2019,christian kirk,ARI,21850.53193,1996-11-18,0.1875,Christian Kirk,791,0.004881634,0.515657249742002,22,71.0,200.0,4.47
5.981384615,5.778851136,6.472921348,3.681872099,6.08884058,0.309989444,77.52808989,12.12323362,3,69,89,734,"{'season': 2019, 'currentTeamId': '2510', 'displayName': 'Tyler Higbee', 'esbId': 'HIG033222', 'firstName': 'Tyler', 'footballName': 'Tyler', 'gsisId': '00-0033110', 'gsisItId': 43399, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/mfftaplxjqowrzdss1gp', 'jerseyNumber': 89, 'lastName': 'Higbee', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'T.Higbee', 'smartId': '32004849-4703-3222-e4e8-bd596550bfdb', 'status': 'ACT', 'uniformNumber': '89'}",tyler higbee,TE,2510,2019,tyler higbee,LA,22213.65715,1993-01-01,0.1875,Tyler Higbee,696,0.010838929,0.519563499742002,26,78.0,257.0,4.77
5.960425532,3.20991653,11.54958333,3.148719228,2.910344828,-0.299571703,60.41666667,12.47794224,4,29,48,353,"{'season': 2019, 'currentTeamId': '0810', 'displayName': 'Taylor Gabriel', 'esbId': 'GAB627060', 'firstName': 'Taylor', 'footballName': 'Taylor', 'gsisId': '00-0031228', 'gsisItId': 42016, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/nc4aoax8j5mnnrjewu7p', 'jerseyNumber': 18, 'lastName': 'Gabriel', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Gabriel', 'smartId': '32004741-4262-7060-f2df-7bd304949774', 'status': 'INA', 'uniformNumber': '18', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",taylor gabriel,WR,810,2019,taylor gabriel,CHI,12475.30377,1991-02-17,0.125,Taylor Gabriel,445,0.033500705,0.4952418193154455,28,67.0,167.0,4.4
5.945365854,3.300368074,8.679772727,2.905144014,4.133,0.832631926,68.18181818,12.54302417,5,30,44,358,"{'season': 2019, 'currentTeamId': '4500', 'displayName': 'Kendrick Bourne', 'esbId': 'BOU434790', 'firstName': 'Kendrick', 'footballName': 'Kendrick', 'gsisId': '00-0033307', 'gsisItId': 45185, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ds0gb18xysmfji01ma58', 'jerseyNumber': 84, 'lastName': 'Bourne', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'K.Bourne', 'smartId': '3200424f-5543-4790-acfc-7b92d77f3c8b', 'status': 'ACT', 'uniformNumber': '84'}",kendrick bourne,WR,4500,2019,kendrick bourne,SF,28523.45548,1995-08-04,0.125,Kendrick Bourne,527,0.03880248,0.5264583672804302,24,73.0,203.0,4.68
5.939375,4.892278819,16.08173913,2.621448716,4.228055556,-0.664223263,52.17391304,17.37967328,6,36,69,645,"{'season': 2019, 'currentTeamId': '4900', 'displayName': 'Breshad Perriman', 'esbId': 'PER440170', 'firstName': 'Breshad', 'footballName': 'Breshad', 'gsisId': '00-0032054', 'gsisItId': 42369, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bne5jiks934q5elln42g', 'jerseyNumber': 19, 'lastName': 'Perriman', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'B.Perriman', 'smartId': '32005045-5244-0170-6920-f60eb457c1fb', 'status': 'ACT', 'uniformNumber': '19'}",breshad perriman,WR,4900,2019,breshad perriman,TB,15718.19533,1993-09-10,0.25,Breshad Perriman,645,0.061617047,0.4875381621947024,25,74.0,215.0,4.19
5.895076923,3.711150001,10.79913043,3.403384954,3.917692308,0.206542307,56.52173913,15.28166299,3,39,69,363,"{'season': 2019, 'currentTeamId': '3700', 'displayName': 'Nelson Agholor', 'esbId': 'AGH474619', 'firstName': 'Nelson', 'footballName': 'Nelson', 'gsisId': '00-0031549', 'gsisItId': 42363, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/rlo21k18vop9s50knzyb', 'jerseyNumber': 13, 'lastName': 'Agholor', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'N.Agholor', 'smartId': '32004147-4847-4619-b8a1-bb6c688fe5ac', 'status': 'INA', 'uniformNumber': '13', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR'}",nelson agholor,WR,3700,2019,nelson agholor,PHI,10341.24902,1993-05-24,0.3125,Nelson Agholor,690,0.044405393,0.4568435217224144,26,72.0,198.0,4.42
5.87920354,3.175665207,8.681555556,2.719924557,3.230909091,0.055243883,65.18518519,24.03610307,6,88,135,916,"{'season': 2019, 'currentTeamId': '3700', 'displayName': 'Zach Ertz', 'esbId': 'ERT800920', 'firstName': 'Zachary', 'footballName': 'Zach', 'gsisId': '00-0030061', 'gsisItId': 39983, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/irowplnl44sextckrrxb', 'jerseyNumber': 86, 'lastName': 'Ertz', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'Z.Ertz', 'smartId': '32004552-5480-0920-32a6-165b5a77814e', 'status': 'ACT', 'uniformNumber': '86'}",zach ertz,TE,3700,2019,zach ertz,PHI,10341.24902,1990-11-10,0.3125,Zach Ertz,988,0.044405393,0.4568435217224144,28,77.0,250.0,4.76
5.871754386,4.354599525,5.998676471,3.069753624,5.955227273,1.600627747,64.70588235,8.360284804,3,44,68,467,"{'season': 2019, 'currentTeamId': '3410', 'displayName': 'Evan Engram', 'esbId': 'ENG726325', 'firstName': 'Evan', 'footballName': 'Evan', 'gsisId': '00-0033881', 'gsisItId': 44835, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/nyhnfypbeatlkr7wveja', 'jerseyNumber': 88, 'lastName': 'Engram', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'E.Engram', 'smartId': '3200454e-4772-6325-a4a0-9b4b442fe68a', 'status': 'RES', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",evan engram,TE,3410,2019,evan engram,NYG,8054.165942,1994-09-02,0.6875,Evan Engram,444,0.02881312,0.4565206290849673,24,75.0,240.0,4.42
5.869318182,3.101579367,11.19822222,3.045900449,2.859259259,-0.242320107,60.0,11.18192147,0,27,45,216,"{'season': 2019, 'currentTeamId': '2520', 'displayName': 'Zay Jones', 'esbId': 'JON403726', 'firstName': 'Isaiah', 'footballName': 'Zay', 'gsisId': '00-0033891', 'gsisItId': 44849, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/nkixqtvictwfcuew1goo', 'jerseyNumber': 12, 'lastName': 'Jones', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'Z.Jones', 'smartId': '32004a4f-4e40-3726-920b-837ea00d253e', 'status': 'ACT', 'uniformNumber': '12'}",zay jones,WR,2520,2019,zay jones,OAK,"30,810.65",1995-03-30,0.25,Zay Jones,630,0.04344977,0.4825246710526316,24,74.0,200.0,4.45
5.86925,4.183096278,12.5788764,3.209023802,4.874655172,0.691558895,65.16853933,23.8589163,7,58,89,860,"{'season': 2019, 'currentTeamId': '2310', 'displayName': 'Tyreek Hill', 'esbId': 'HIL628694', 'firstName': 'Tyreek', 'footballName': 'Tyreek', 'gsisId': '00-0033040', 'gsisItId': 43454, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/daheq1ssy3lui6kxtudq', 'jerseyNumber': 10, 'lastName': 'Hill', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Hill', 'smartId': '32004849-4c62-8694-8490-45499711dee4', 'status': 'ACT', 'uniformNumber': '10'}",tyreek hill,WR,2310,2019,tyreek hill,KC,13548.70984,1994-03-01,0.5625,Tyreek Hill,750,0.0067814034,0.5243626998352434,25,70.0,185.0,4.29
5.856774194,4.620417708,4.8425,3.658182544,8.378,3.757582292,79.54545455,5.621410273,3,35,44,439,"{'season': 2019, 'currentTeamId': '2100', 'displayName': 'Jonnu Smith', 'esbId': 'SMI443054', 'firstName': 'Jonnu', 'footballName': 'Jonnu', 'gsisId': '00-0033858', 'gsisItId': 44912, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/tbtde5cbjhhi9vsfvoz6', 'jerseyNumber': 81, 'lastName': 'Smith', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'J.Smith', 'smartId': '3200534d-4944-3054-540c-5ec35eb5903e', 'status': 'ACT', 'uniformNumber': '81'}",jonnu smith,TE,2100,2019,jonnu smith,TEN,14043.33279,1995-08-22,0.125,Jonnu Smith,853,0.044406664,0.529395922727355,24,75.0,248.0,4.62
5.843478261,3.404868052,7.062297297,3.189910533,3.500612245,0.095744193,66.21621622,9.732827271,1,49,74,446,"{'season': 2019, 'currentTeamId': '0200', 'displayName': 'Russell Gage', 'esbId': 'GAG130654', 'firstName': 'Russell', 'footballName': 'Russell', 'gsisId': '00-0034411', 'gsisItId': 46263, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/rb1fovzilcbbmdqx8ad0', 'jerseyNumber': 83, 'lastName': 'Gage', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'R.Gage', 'smartId': '32004741-4713-0654-eda3-03cdf234354d', 'status': 'ACT', 'uniformNumber': '83'}",russell gage,WR,200,2019,russell gage,ATL,13627.09298,1996-01-22,0.6875,Russell Gage,516,0.018785335,0.5314770919332645,23,72.0,184.0,4.42
5.8376,5.553497313,7.95559322,2.322400105,6.37125,0.817752687,54.23728814,8.695104488,2,32,59,367,"{'season': 2019, 'currentTeamId': '1540', 'displayName': 'T.J. Hockenson', 'esbId': 'HOC422041', 'firstName': 'T.J.', 'footballName': 'T.J.', 'gsisId': '00-0035229', 'gsisItId': 47791, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/zodb4z1lbkw6hkxpvpgq', 'jerseyNumber': 88, 'lastName': 'Hockenson', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'T.Hockenson', 'smartId': '3200484f-4342-2041-c442-6c874885b155', 'status': 'RES', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",t.j. hockenson,TE,1540,2019,tj hockenson,DET,13055.6118,1997-07-03,0.5625,T.J. Hockenson,525,0.025489721,0.4982289516683866,22,77.0,247.0,4.7
5.832280702,4.493103598,9.905172414,2.47961691,5.134722222,0.641618624,62.06896552,14.32321857,1,36,58,433,"{'season': 2019, 'currentTeamId': '3430', 'displayName': 'Demaryius Thomas', 'esbId': 'THO095855', 'firstName': 'Demaryius', 'footballName': 'Demaryius', 'gsisId': '00-0027874', 'gsisItId': 35461, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/p1yjsqtqimjd6iazu3h9', 'jerseyNumber': 18, 'lastName': 'Thomas', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Thomas', 'smartId': '32005448-4f09-5855-cc31-142ac25a7d75', 'status': 'INA', 'uniformNumber': '18', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",demaryius thomas,WR,3430,2019,demaryius thomas,NYJ,6786.4375,1987-12-25,0.5625,Demaryius Thomas,459,0.005515216,0.4572610294117647,31,75.0,225.0,4.52
5.82019802,2.960100643,14.51361905,2.565260402,2.925,-0.035100643,51.42857143,30.58135335,6,54,105,627,"{'season': 2019, 'currentTeamId': '0750', 'displayName': 'Curtis Samuel', 'esbId': 'SAM633285', 'firstName': 'Curtis', 'footballName': 'Curtis', 'gsisId': '00-0033282', 'gsisItId': 44852, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/i86hox9nhzunhykpexpg', 'jerseyNumber': 10, 'lastName': 'Samuel', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Samuel', 'smartId': '32005341-4d63-3285-ce5d-61e91947654e', 'status': 'ACT', 'uniformNumber': '10'}",curtis samuel,WR,750,2019,curtis samuel,CAR,15103.22834,1996-08-11,0.1875,Curtis Samuel,955,0.04293604,0.5361492733058135,23,71.0,195.0,4.31
5.800125,2.909482766,11.713375,2.270224913,3.9675,1.058017234,50.0,19.66733829,1,40,80,575,"{'season': 2019, 'currentTeamId': '0920', 'displayName': 'Auden Tate', 'esbId': 'TAT130154', 'firstName': 'Auden', 'footballName': 'Auden', 'gsisId': '00-0034686', 'gsisItId': 46322, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/nvz4pe1zjboldjf5kial', 'jerseyNumber': 19, 'lastName': 'Tate', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Tate', 'smartId': '32005441-5413-0154-6d9d-5c163b90a894', 'status': 'RES', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",auden tate,WR,920,2019,auden tate,CIN,15572.18963,1997-02-03,0.125,Auden Tate,647,-0.030991523,0.5365510513415893,22,77.0,228.0,4.68
5.787575758,3.968177355,10.36831461,2.619313143,3.918431373,-0.049745983,57.30337079,17.33414984,5,51,89,570,"{'season': 2019, 'currentTeamId': '2700', 'displayName': 'Mike Gesicki', 'esbId': 'GES490798', 'firstName': 'Michael', 'footballName': 'Mike', 'gsisId': '00-0034829', 'gsisItId': 46111, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/faruxkrb5psvgxbzab4j', 'jerseyNumber': 88, 'lastName': 'Gesicki', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'M.Gesicki', 'smartId': '32004745-5349-0798-d83d-d46852aa6fbb', 'status': 'ACT', 'uniformNumber': '88'}",mike gesicki,TE,2700,2019,mike gesicki,MIA,17539.3791,1995-10-03,0.3125,Mike Gesicki,701,-0.017665174,0.4689797794117647,23,78.0,252.0,4.54
5.786727273,5.557815789,14.93875,2.94261503,7.445714286,1.887898497,50.0,17.55803215,3,28,56,506,"{'season': 2019, 'currentTeamId': '0920', 'displayName': 'John Ross', 'esbId': 'ROS616450', 'firstName': 'John', 'footballName': 'John', 'gsisId': '00-0033460', 'gsisItId': 44821, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/lpfapcl7jtzho3ziwtcq', 'jerseyNumber': 11, 'lastName': 'Ross', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Ross III', 'smartId': '3200524f-5361-6450-1052-04968bded2fc', 'status': 'ACT', 'uniformNumber': '11'}",john ross,WR,920,2019,john ross,CIN,15572.18963,1995-11-27,0.125,John Ross,403,-0.030991523,0.5365510513415893,23,71.0,194.0,4.22
5.778484848,5.170535641,7.193454545,3.387950714,7.066944444,1.896408804,65.45454545,8.707901027,2,36,55,418,"{'season': 2019, 'currentTeamId': '2120', 'displayName': 'Jordan Akins', 'esbId': 'AKI501776', 'firstName': 'Jordan', 'footballName': 'Jordan', 'gsisId': '00-0034364', 'gsisItId': 46167, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/eddkhw9lpz2lslot4aoj', 'jerseyNumber': 88, 'lastName': 'Akins', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'J.Akins', 'smartId': '3200414b-4950-1776-ed8f-713681e78d61', 'status': 'INA', 'uniformNumber': '88', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",jordan akins,TE,2120,2019,jordan akins,HOU,14809.98987,1992-04-19,0.1875,Jordan Akins,655,0.006193194,0.5343997248022015,27,76.0,243.0,
5.771447368,7.090478542,7.828888889,3.179719618,8.518245614,1.427767072,70.37037037,20.82698371,3,57,81,802,"{'season': 2019, 'currentTeamId': '4500', 'displayName': 'Deebo Samuel', 'esbId': 'SAM636097', 'firstName': 'Tyshun', 'footballName': 'Deebo', 'gsisId': '00-0035719', 'gsisItId': 47819, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/lo27cc8jxyof165cquiw', 'jerseyNumber': 19, 'lastName': 'Samuel', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Samuel', 'smartId': '32005341-4d63-6097-eab1-34810e00be67', 'status': 'ACT', 'uniformNumber': '19'}",deebo samuel,WR,4500,2019,deebo samuel sr,SF,28523.45548,1996-01-15,0.125,Deebo Samuel,857,0.03880248,0.5264583672804302,23,72.0,214.0,4.48
5.768444444,4.381942615,9.376346154,3.197176865,5.438064516,1.056121901,59.61538462,12.38468025,3,31,52,375,"{'season': 2019, 'currentTeamId': '2200', 'displayName': 'Eric Ebron', 'esbId': 'EBR474619', 'firstName': 'Eric', 'footballName': 'Eric', 'gsisId': '00-0031387', 'gsisItId': 41236, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/gxxogysbupsery4gckld', 'jerseyNumber': 85, 'lastName': 'Ebron', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'E.Ebron', 'smartId': '32004542-5247-4619-e13a-2be177a1a622', 'status': 'RES', 'suffix': 'Jr.', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'TE'}",eric ebron,TE,2200,2019,eric ebron,IND,11926.73936,1993-04-10,0.625,Eric Ebron,325,0.052795835,0.4919872828517372,26,76.0,253.0,4.6
5.742658228,3.370057092,9.525764706,2.169495335,6.098571429,2.728514337,57.64705882,16.59493271,6,49,85,670,"{'season': 2019, 'currentTeamId': '3410', 'displayName': 'Golden Tate', 'esbId': 'TAT245022', 'firstName': 'Golden', 'footballName': 'Golden', 'gsisId': '00-0027891', 'gsisItId': 35499, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ou4hq9jwx5iqbvp1u62j', 'jerseyNumber': 15, 'lastName': 'Tate', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'G.Tate', 'smartId': '32005441-5424-5022-18f3-b9b5433de8e5', 'status': 'ACT', 'suffix': 'III', 'uniformNumber': '15'}",golden tate,WR,3410,2019,golden tate,NYG,8054.165942,1988-08-02,0.6875,Golden Tate,624,0.02881312,0.4565206290849673,31,71.0,197.0,4.42
5.736888889,3.878387518,9.713913043,3.163584991,4.9153125,1.036924982,69.56521739,11.83769922,1,32,46,359,"{'season': 2019, 'currentTeamId': '3800', 'displayName': 'Damiere Byrd', 'esbId': 'BYR127180', 'firstName': 'Damiere', 'footballName': 'Damiere', 'gsisId': '00-0031868', 'gsisItId': 42899, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/sjanlnrsiibsloqhusfr', 'jerseyNumber': 14, 'lastName': 'Byrd', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Byrd', 'smartId': '32004259-5212-7180-f659-822413a5f5b7', 'status': 'ACT', 'uniformNumber': '14'}",damiere byrd,WR,3800,2019,damiere byrd,ARI,21850.53193,1993-01-27,0.1875,Damiere Byrd,455,0.004881634,0.515657249742002,26,69.0,180.0,4.27
