avgCushion,avgExpectedYAC,avgIntendedAirYards,avgSeparation,avgYAC,avgYACAboveExpectation,catchPercentage,percentShareOfIntendedAirYards,recTouchdowns,receptions,targets,yards,player_x,playerName,position,teamId,season,player_clean,team_abbr,total_round_trip_miles,birth_date,turf_percentage,player_y,total_snaps,avg_opponent_pass_epa,sos_win_pct,age_season_start,height,weight,forty
6.567777778,5.799000199,7.290588235,3.143670568,7.69,1.890999801,55.88235294,10.72732269,1,38,68,450,"{'season': 2018, 'currentTeamId': '3430', 'displayName': 'Quincy Enunwa', 'esbId': 'ENU444955', 'firstName': 'Quincy', 'footballName': 'Quincy', 'gsisId': '00-0031023', 'gsisItId': 41438, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/vsd27gfxzjt7v7izbjet', 'jerseyNumber': 81, 'lastName': 'Enunwa', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'Q.Enunwa', 'smartId': '3200454e-5544-4955-3b04-da7d5976635a', 'status': 'RES', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",quincy enunwa,WR,3430,2018,quincy enunwa,NYJ,9420.503367,1992-05-31,0.6875,Quincy Enunwa,526,-0.006351409,0.5000147811317509,26,74.0,225.0,4.41
6.538736842,5.069306981,6.07352381,3.564350324,5.701578947,0.632271967,72.38095238,9.662087533,5,76,105,816,"{'season': 2018, 'currentTeamId': '4900', 'displayName': 'Adam Humphries', 'esbId': 'HUM721507', 'firstName': 'Adam', 'footballName': 'Adam', 'gsisId': '00-0032009', 'gsisItId': 43010, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/k0vkjiqxo1qntcqye1p3', 'jerseyNumber': 10, 'lastName': 'Humphries', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Humphries', 'smartId': '32004855-4d72-1507-4b02-e4f7666b5805', 'status': 'ACT'}",adam humphries,WR,4900,2018,adam humphries,TB,11937.85766,1993-06-24,0.3125,Adam Humphries,781,0.056278113,0.5088337418300654,25,71.0,195.0,4.53
6.50375,3.433282408,9.547307692,3.258717256,4.289375,0.856092592,61.53846154,9.405893698,5,32,52,334,"{'season': 2018, 'currentTeamId': '2310', 'displayName': 'Chris Conley', 'esbId': 'CON236839', 'firstName': 'Christian', 'footballName': 'Chris', 'gsisId': '00-0032128', 'gsisItId': 42419, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/a53jzbb9mcuxhvirkjzs', 'jerseyNumber': 17, 'lastName': 'Conley', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Conley', 'smartId': '3200434f-4e23-6839-29a1-a288b71f08e0', 'status': 'ACT', 'suffix': 'Jr.'}",chris conley,WR,2310,2018,chris conley,KC,17312.03603,1992-10-25,0.125,Chris Conley,882,0.025024401,0.4927880021404273,25,75.0,205.0,4.35
6.470980392,3.582686212,11.22169811,3.006989393,4.152307692,0.569621481,73.58490566,11.25026955,4,39,53,572,"{'season': 2018, 'currentTeamId': '1050', 'displayName': 'Rashard Higgins', 'esbId': 'HIG322107', 'firstName': 'Rashard', 'footballName': 'Rashard', 'gsisId': '00-0032977', 'gsisItId': 43461, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ya6ohfbuk96lfgarxbds', 'jerseyNumber': 81, 'lastName': 'Higgins', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'R.Higgins', 'smartId': '32004849-4732-2107-8b68-79212110bd89', 'status': 'ACT'}",rashard higgins,WR,1050,2018,rashard higgins,CLE,13363.3961,1994-10-07,0.1875,Rashard Higgins,483,0.05368471,0.498953227124183,23,73.0,198.0,4.64
6.4640625,3.648052675,9.055074627,2.806300831,3.642380952,-0.005671722,62.68656716,15.49702673,4,42,67,487,"{'season': 2018, 'currentTeamId': '4500', 'displayName': 'Kendrick Bourne', 'esbId': 'BOU434790', 'firstName': 'Kendrick', 'footballName': 'Kendrick', 'gsisId': '00-0033307', 'gsisItId': 45185, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ds0gb18xysmfji01ma58', 'jerseyNumber': 84, 'lastName': 'Bourne', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'K.Bourne', 'smartId': '3200424f-5543-4790-acfc-7b92d77f3c8b', 'status': 'ACT'}",kendrick bourne,WR,4500,2018,kendrick bourne,SF,18381.19579,1995-08-04,0.125,Kendrick Bourne,605,0.02577737,0.486296547127623,23,73.0,203.0,4.68
6.43923913,3.624238881,16.5006383,2.303899889,3.6434,0.019161119,53.19148936,33.56204844,6,50,94,752,"{'season': 2018, 'currentTeamId': '3430', 'displayName': 'Robby Anderson', 'esbId': 'AND460305', 'firstName': 'Robby', 'footballName': 'Robby', 'gsisId': '00-0032688', 'gsisItId': 43808, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/vtqf5f1ti4ojfjggm388', 'jerseyNumber': 11, 'lastName': 'Anderson', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'R.Anderson', 'smartId': '3200414e-4446-0305-58a8-61667bde4206', 'status': 'ACT'}",robby anderson,WR,3430,2018,robby anderson,NYJ,9420.503367,1993-05-09,0.6875,Robby Anderson,682,-0.006351409,0.5000147811317509,25,75.0,190.0,4.36
6.37,5.028166449,9.103673469,2.895312886,7.63862069,2.61045424,59.18367347,10.72403074,2,29,49,388,"{'season': 2018, 'currentTeamId': '5110', 'displayName': 'Jamison Crowder', 'esbId': 'CRO697273', 'firstName': 'Jamison', 'footballName': 'Jamison', 'gsisId': '00-0031941', 'gsisItId': 42448, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/vvkr9dehtvp58emtgn4y', 'jerseyNumber': 80, 'lastName': 'Crowder', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Crowder', 'smartId': '32004352-4f69-7273-6662-7a928881f033', 'status': 'ACT'}",jamison crowder,WR,5110,2018,jamison crowder,WAS,13070.916,1993-06-17,0.1875,Jamison Crowder,428,0.06458592,0.4762050653594771,25,69.0,177.0,4.56
6.365916667,4.764846958,11.28884615,2.97665106,5.285465116,0.520618159,66.15384615,29.86278847,6,86,130,1219,"{'season': 2018, 'currentTeamId': '2510', 'displayName': 'Robert Woods', 'esbId': 'WOO561144', 'firstName': 'Robert', 'footballName': 'Robert', 'gsisId': '00-0030431', 'gsisItId': 39989, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/vwtoba3zfsmti9s9wwau', 'jerseyNumber': 17, 'lastName': 'Woods', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'R.Woods', 'smartId': '3200574f-4f56-1144-59b1-dbf0c9bdb37a', 'status': 'ACT'}",robert woods,WR,2510,2018,robert woods,LA,19567.80407,1992-04-10,0.1875,Robert Woods,1252,0.03319067,0.5018874585845419,26,72.0,193.0,4.51
6.351126761,3.186660028,9.326052632,2.673896584,3.666756757,0.480096728,48.68421053,15.33667859,1,37,76,371,"{'season': 2018, 'currentTeamId': '3430', 'displayName': 'Jermaine Kearse', 'esbId': 'KEA511674', 'firstName': 'Jermaine', 'footballName': 'Jermaine', 'gsisId': '00-0029159', 'gsisItId': 39141, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/tvnzajvst7kdglamw4t6', 'jerseyNumber': 10, 'lastName': 'Kearse', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Kearse', 'smartId': '32004b45-4151-1674-d596-03e4cb69bbc1', 'status': 'ACT', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR'}",jermaine kearse,WR,3430,2018,jermaine kearse,NYJ,9420.503367,1990-02-06,0.6875,Jermaine Kearse,626,-0.006351409,0.5000147811317509,28,73.0,209.0,4.5
6.338921569,2.539086636,9.596964286,2.261011109,3.215507246,0.67642061,61.60714286,27.10104586,6,69,112,734,"{'season': 2018, 'currentTeamId': '3800', 'displayName': 'Larry Fitzgerald', 'esbId': 'FIT437493', 'firstName': 'Larry', 'footballName': 'Larry', 'gsisId': '00-0022921', 'gsisItId': 28955, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/qljpf6rufzvn9zplcrgb', 'jerseyNumber': 11, 'lastName': 'Fitzgerald', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'L.Fitzgerald', 'smartId': '32004649-5443-7493-c0df-1747b7d5c143', 'status': 'ACT', 'suffix': 'Jr.'}",larry fitzgerald,WR,3800,2018,larry fitzgerald,ARI,15696.0081,1983-08-31,0.1875,Larry Fitzgerald,872,0.03152491,0.5097340471276229,35,75.0,218.0,4.48
6.316470588,2.846289917,5.962264151,2.866706214,3.409714286,0.563424368,66.03773585,7.047719305,1,35,53,302,"{'season': 2018, 'currentTeamId': '3000', 'displayName': 'Laquon Treadwell', 'esbId': 'TRE425415', 'firstName': 'Laquon', 'footballName': 'Laquon', 'gsisId': '00-0032951', 'gsisItId': 43312, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ybfzsm2ae4zj5atjlm1k', 'jerseyNumber': 11, 'lastName': 'Treadwell', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'L.Treadwell', 'smartId': '32005452-4542-5415-7fdd-740fe9181fcb', 'status': 'ACT'}",laquon treadwell,WR,3000,2018,laquon treadwell,MIN,14371.79524,1995-06-14,0.75,Laquon Treadwell,543,0.031576075,0.4912280701754386,23,74.0,215.0,4.52
6.315555556,5.965291079,10.04228261,3.168861894,5.79203125,-0.173259829,69.56521739,17.68217295,10,64,92,821,"{'season': 2018, 'currentTeamId': '0200', 'displayName': 'Calvin Ridley', 'esbId': 'RID652384', 'firstName': 'Calvin', 'footballName': 'Calvin', 'gsisId': '00-0034837', 'gsisItId': 46095, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/r8hye4mvynz7fxbfooxw', 'jerseyNumber': 18, 'lastName': 'Ridley', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Ridley', 'smartId': '32005249-4465-2384-7253-3a4b46622aa9', 'status': 'ACT'}",calvin ridley,WR,200,2018,calvin ridley,ATL,8246.980691,1994-12-20,0.5625,Calvin Ridley,644,0.07570966,0.4686223447712418,23,73.0,190.0,4.43
6.3,5.571539884,20.62906977,2.713103557,6.511538462,0.939998577,60.46511628,17.77505701,3,26,43,526,"{'season': 2018, 'currentTeamId': '0610', 'displayName': 'Robert Foster', 'esbId': 'FOS633097', 'firstName': 'Robert', 'footballName': 'Robert', 'gsisId': '00-0034510', 'gsisItId': 46694, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/n5eaqh4cvtblpiqubi4b', 'jerseyNumber': 16, 'lastName': 'Foster', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'R.Foster', 'smartId': '3200464f-5363-3097-c0bc-5d4f423cb6ba', 'status': 'ACT'}",robert foster,WR,610,2018,robert foster,BUF,10071.57274,1994-05-07,0.8125,Robert Foster,450,0.009048812,0.5155121259029928,24,74.0,194.0,4.41
6.288712871,3.927293141,6.276548673,2.975121009,5.785135135,1.857841994,65.48672566,17.74602356,4,74,113,789,"{'season': 2018, 'currentTeamId': '3700', 'displayName': 'Golden Tate', 'esbId': 'TAT245022', 'firstName': 'Golden', 'footballName': 'Golden', 'gsisId': '00-0027891', 'gsisItId': 35499, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ou4hq9jwx5iqbvp1u62j', 'jerseyNumber': 19, 'lastName': 'Tate', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'G.Tate', 'smartId': '32005441-5424-5022-18f3-b9b5433de8e5', 'status': 'ACT', 'suffix': 'III'}",golden tate,WR,3700,2018,golden tate,PHI,18211.13552,1988-08-02,0.1875,Golden Tate,672,0.041282054,0.5329890971983335,30,70.0,197.0,4.42
6.287083333,5.799869463,12.55383562,3.316116025,6.185789474,0.385920011,52.05479452,16.2632343,2,38,73,581,"{'season': 2018, 'currentTeamId': '1800', 'displayName': 'Marquez Valdes-Scantling', 'esbId': 'VAL142116', 'firstName': 'Marquez', 'footballName': 'Marquez', 'gsisId': '00-0034272', 'gsisItId': 46243, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/kiu5rjfc7aaxaa86t0px', 'jerseyNumber': 83, 'lastName': 'Valdes-Scantling', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'M.Valdes-Scantling', 'smartId': '32005641-4c14-2116-e6d9-84cbe2bdacf5', 'status': 'ACT'}",marquez valdes-scantling,WR,1800,2018,marquez valdes-scantling,GB,12895.67296,1994-10-10,0.3125,Marquez Valdes-Scantling,691,-0.0061155604,0.4782072368421052,23,76.0,207.0,4.37
6.279117647,4.462121201,7.038860759,3.219911867,4.181525424,-0.280595777,74.6835443,15.56581327,1,59,79,575,"{'season': 2018, 'currentTeamId': '2700', 'displayName': 'Danny Amendola', 'esbId': 'AME359918', 'firstName': 'Daniel', 'footballName': 'Danny', 'gsisId': '00-0026035', 'gsisItId': 33566, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/lsowpkotvrwu0pfgchne', 'jerseyNumber': 80, 'lastName': 'Amendola', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Amendola', 'smartId': '3200414d-4535-9918-e336-c0dd118d7e30', 'status': 'ACT'}",danny amendola,WR,2700,2018,danny amendola,MIA,18489.7859,1985-11-02,0.4375,Danny Amendola,683,-0.0036355713,0.4648585311317509,32,71.0,190.0,4.58
6.251081081,4.402366008,9.286853933,2.941083555,5.087454545,0.685088537,61.79775281,14.66784265,2,55,89,636,"{'season': 2018, 'currentTeamId': '1800', 'displayName': 'Jimmy Graham', 'esbId': 'GRA207087', 'firstName': 'Jimmy', 'footballName': 'Jimmy', 'gsisId': '00-0027696', 'gsisItId': 35534, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/k9ab1aej2g0xs0q83nio', 'jerseyNumber': 80, 'lastName': 'Graham', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'J.Graham', 'smartId': '32004752-4120-7087-8983-64184106d580', 'status': 'ACT'}",jimmy graham,TE,1800,2018,jimmy graham,GB,12895.67296,1986-11-24,0.3125,Jimmy Graham,795,-0.0061155604,0.4782072368421052,31,79.0,265.0,4.53
6.244831461,3.592968956,11.90242105,2.589310149,4.583898305,0.990929349,62.10526316,17.13167571,7,59,95,842,"{'season': 2018, 'currentTeamId': '4900', 'displayName': 'Chris Godwin', 'esbId': 'GOD549393', 'firstName': 'Rod', 'footballName': 'Chris', 'gsisId': '00-0033921', 'gsisItId': 44896, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/gv8mcd9ndaqdud3yeooe', 'jerseyNumber': 12, 'lastName': 'Godwin', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Godwin', 'smartId': '3200474f-4454-9393-6eec-24189dd66641', 'status': 'ACT'}",chris godwin,WR,4900,2018,chris godwin,TB,11937.85766,1996-02-27,0.3125,Chris Godwin,717,0.056278113,0.5088337418300654,22,73.0,209.0,4.42
6.243061224,6.09112967,12.02872727,4.08580671,5.979428571,-0.111701098,63.63636364,15.24469208,3,35,55,532,"{'season': 2018, 'currentTeamId': '3200', 'displayName': 'Chris Hogan', 'esbId': 'HOG008552', 'firstName': 'Chris', 'footballName': 'Chris', 'gsisId': '00-0028237', 'gsisItId': 37737, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/dssn7zhhr5aqj3ujotfy', 'jerseyNumber': 15, 'lastName': 'Hogan', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Hogan', 'smartId': '3200484f-4700-8552-d771-1e9cfd53695f', 'status': 'ACT'}",chris hogan,WR,3200,2018,chris hogan,NE,18869.44337,1987-10-24,0.6875,Chris Hogan,1014,0.004994475,0.5122469809715207,30,73.0,210.0,4.5
6.238292683,5.181751862,10.47371134,3.445243265,5.97515625,0.793404388,65.97938144,23.08179901,4,64,97,743,"{'season': 2018, 'currentTeamId': '3700', 'displayName': 'Nelson Agholor', 'esbId': 'AGH474619', 'firstName': 'Nelson', 'footballName': 'Nelson', 'gsisId': '00-0031549', 'gsisItId': 42363, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/rlo21k18vop9s50knzyb', 'jerseyNumber': 13, 'lastName': 'Agholor', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'N.Agholor', 'smartId': '32004147-4847-4619-b8a1-bb6c688fe5ac', 'status': 'ACT'}",nelson agholor,WR,3700,2018,nelson agholor,PHI,18211.13552,1993-05-24,0.1875,Nelson Agholor,1089,0.041282054,0.5329890971983335,25,72.0,198.0,4.42
6.227065217,4.657301597,7.700925926,3.253567722,4.979864865,0.322563268,68.51851852,19.16474259,6,74,108,850,"{'season': 2018, 'currentTeamId': '3200', 'displayName': 'Julian Edelman', 'esbId': 'EDE425791', 'firstName': 'Julian', 'footballName': 'Julian', 'gsisId': '00-0027150', 'gsisItId': 34683, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/u0hbuo2bsvtlg7lnxm43', 'jerseyNumber': 11, 'lastName': 'Edelman', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Edelman', 'smartId': '32004544-4542-5791-52f0-bc67f5a8aae9', 'status': 'ACT'}",julian edelman,WR,3200,2018,julian edelman,NE,18869.44337,1986-05-22,0.6875,Julian Edelman,989,0.004994475,0.5122469809715207,32,70.0,200.0,4.52
